occID,WGHT_PER,AGEGRP,SEX,MARSTH,HHSIZE,PR,REGION,CMA,DDAY,ACT7DAYS,WKWE,LFTAG,HRSWRK,EDU10,CTW_Q140_C01,CTW_Q140_C02,CTW_Q140_C03,CTW_Q140_C04,CTW_Q140_C05,CTW_Q140_C06,CTW_Q140_C07,CTW_Q140_C08,CTW_Q140_C09,KOL,TOTINC,HRSWRK_RAW,MODE,TOTINC_RAW,TOTINC_SOURCE,CYCLE_YEAR,SURVYEAR,SURVMNTH,COLLECT_MODE,TUI_10_AVAIL,BS_TYPE
7860,154.1158,6,1,3,1,10,1,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
7861,1240.5113,1,2,6,3,10,1,2,2,3,20,2,,2,2,2,2,2,2,2,2,1,2,1.0,1.0,99.7,4,5,SELF,2010,2010,,0,0,MEAN_BS
7862,1945.5482,3,2,1,4,35,3,1,1,4,40,1,1.0,5,7,7,7,7,7,7,7,7,7,1.0,1.0,10.0,,4,SELF,2010,2010,,0,0,MEAN_BS
7863,2049.211,3,2,1,5,46,4,1,1,1,28,1,4.0,2,2,2,1,2,2,2,1,2,2,3.0,2.0,40.0,5,6,SELF,2010,2010,,0,0,MEAN_BS
7864,1279.3827,4,1,1,1,24,2,1,1,1,12,1,4.0,98,1,2,2,2,2,2,2,2,2,3.0,1.0,40.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
7865,2442.0627,1,2,6,3,59,5,2,1,1,99,1,4.0,9,2,1,2,2,2,2,2,2,2,1.0,1.0,40.0,2,1,SELF,2010,2010,,0,0,MEAN_BS
7866,332.0896,5,2,2,2,47,4,1,2,5,44,3,,5,7,7,7,7,7,7,7,7,7,1.0,4.0,99.7,,10,SELF,2010,2010,,0,0,MEAN_BS
7867,2071.4436,2,2,6,4,59,5,1,3,1,12,1,1.0,9,2,2,2,1,2,2,2,2,2,1.0,1.0,16.0,3,4,SELF,2010,2010,,0,0,MEAN_BS
7868,89.9053,6,2,5,1,11,1,3,1,4,14,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
7869,691.5521,1,1,6,4,11,1,3,1,3,8,2,,6,1,2,2,2,2,2,2,2,2,1.0,1.0,99.7,1,2,SELF,2010,2010,,0,0,MEAN_BS
7870,584.247,6,1,6,1,35,3,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
7871,3148.9127,5,1,1,2,35,3,1,1,1,52,1,2.0,4,7,7,7,7,7,7,7,7,7,1.0,3.0,32.0,,8,SELF,2010,2010,,0,0,MEAN_BS
7872,174.1293,4,1,1,2,10,1,1,2,1,52,1,4.0,1,1,2,2,2,2,2,2,2,2,1.0,4.0,40.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
7873,399.9081,5,1,2,3,59,5,1,1,1,52,1,3.0,1,1,2,2,2,2,2,2,2,2,1.0,5.0,37.5,1,11,SELF,2010,2010,,0,0,MEAN_BS
7874,329.5047,3,2,6,2,10,1,2,2,1,12,1,2.0,4,1,2,2,2,2,2,2,2,2,1.0,1.0,30.5,1,5,SELF,2010,2010,,0,0,MEAN_BS
7875,484.6297,5,2,1,2,12,1,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,2,SELF,2010,2010,,0,0,MEAN_BS
7876,3066.5009,7,2,1,3,35,3,1,1,4,97,3,,10,7,7,7,7,7,7,7,7,7,1.0,,99.7,,99,SELF,2010,2010,,0,0,MEAN_BS
7877,370.851,7,2,6,1,10,1,2,1,4,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
7878,5744.7862,1,2,6,4,35,3,1,1,3,17,2,,5,2,2,2,1,2,2,2,2,2,1.0,1.0,99.7,3,4,SELF,2010,2010,,0,0,MEAN_BS
7879,1267.3177,4,2,1,3,59,5,1,2,3,48,2,,6,1,2,2,2,2,2,2,2,2,3.0,,99.7,1,98,SELF,2010,2010,,0,0,MEAN_BS
7880,1517.203,2,2,6,1,24,2,1,1,1,52,1,3.0,2,1,2,2,2,2,2,2,2,2,2.0,2.0,35.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
7881,416.9314,5,2,1,2,13,1,1,1,5,97,3,,6,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
7882,5805.0774,7,2,1,2,24,2,2,1,4,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
7883,1424.4864,5,2,1,2,35,3,2,2,5,97,3,,6,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
7884,834.6305,7,2,3,1,35,3,2,1,4,97,3,,3,7,7,7,7,7,7,7,7,7,3.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
7885,1291.6675,7,1,1,2,59,5,1,3,5,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
7886,1998.881,4,2,1,4,35,3,1,1,4,52,1,3.0,2,7,7,7,7,7,7,7,7,7,1.0,3.0,37.5,,9,SELF,2010,2010,,0,0,MEAN_BS
7887,2707.9503,5,2,1,2,35,3,1,1,1,52,1,3.0,3,1,2,2,2,2,2,2,2,2,1.0,2.0,37.5,1,7,SELF,2010,2010,,0,0,MEAN_BS
7888,234.4224,6,2,3,1,59,5,1,3,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
7889,928.7336,5,2,6,1,35,3,1,2,1,52,1,4.0,3,2,2,2,2,2,2,2,1,2,1.0,4.0,40.0,4,10,SELF,2010,2010,,0,0,MEAN_BS
7890,2507.7342,1,1,6,4,48,4,2,1,6,13,1,1.0,7,7,7,7,7,7,7,7,7,7,1.0,1.0,20.0,,3,SELF,2010,2010,,0,0,MEAN_BS
7891,2251.3397,4,1,2,2,48,4,1,1,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,1.0,,44.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
7892,1229.5322,5,2,1,2,59,5,1,1,1,52,1,3.0,3,7,7,7,7,7,7,7,7,7,1.0,5.0,35.0,,11,SELF,2010,2010,,0,0,MEAN_BS
7893,1964.158,4,1,1,5,48,4,1,1,1,52,1,6.0,2,1,2,2,2,2,2,2,2,2,1.0,5.0,50.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
7894,3189.8532,5,2,1,2,59,5,2,2,6,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
7895,3181.6911,2,1,1,5,35,3,2,1,1,52,1,8.0,4,1,2,2,2,2,2,2,2,2,1.0,3.0,65.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
7896,682.3817,5,2,3,1,47,4,1,1,1,52,1,4.0,7,1,2,2,2,2,2,2,2,2,1.0,4.0,40.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
7897,2394.6317,3,1,1,4,35,3,2,1,1,52,1,4.0,6,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
7898,957.038,2,2,1,2,47,4,1,1,1,52,1,6.0,1,2,1,2,2,2,2,2,2,2,3.0,2.0,50.0,2,6,SELF,2010,2010,,0,0,MEAN_BS
7899,572.0541,6,1,1,2,10,1,2,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
7900,89.2037,6,1,3,1,11,1,3,1,5,97,3,,10,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
7901,1494.3247,1,2,6,4,12,1,1,3,1,52,1,5.0,8,2,1,2,2,2,2,2,2,2,1.0,1.0,48.0,2,2,SELF,2010,2010,,0,0,MEAN_BS
7902,339.8502,6,2,3,2,13,1,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
7903,611.4499,6,2,3,1,59,5,1,3,5,8,3,,8,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
7904,2236.7481,2,2,1,2,59,5,1,1,1,36,1,1.0,2,7,7,7,7,7,7,7,7,7,1.0,2.0,23.0,,6,SELF,2010,2010,,0,0,MEAN_BS
7905,525.0404,4,2,1,4,10,1,1,2,1,52,1,3.0,4,2,1,2,2,2,2,2,2,2,1.0,2.0,37.5,2,7,SELF,2010,2010,,0,0,MEAN_BS
7906,2601.8751,3,1,1,4,35,3,1,1,1,52,1,4.0,2,1,2,1,2,2,2,2,2,2,3.0,5.0,40.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
7907,1964.158,4,1,1,3,48,4,1,1,1,1,1,3.0,2,7,7,7,7,7,7,7,7,7,1.0,5.0,36.0,,11,SELF,2010,2010,,0,0,MEAN_BS
7908,1671.0001,7,2,3,1,24,2,2,1,5,97,3,,10,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
7909,359.6153,5,2,1,2,46,4,2,2,5,97,3,,3,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
7910,744.5828,4,2,5,2,47,4,1,1,1,52,1,2.0,2,2,2,2,1,2,2,2,2,2,1.0,3.0,30.0,3,9,SELF,2010,2010,,0,0,MEAN_BS
7911,2768.7545,2,2,1,3,35,3,1,1,4,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
7912,3275.8779,3,1,1,2,35,3,1,1,1,52,1,4.0,1,1,2,2,2,2,2,2,2,2,1.0,4.0,40.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
7913,1735.3906,2,1,1,2,59,5,1,1,1,52,1,3.0,1,1,2,2,2,2,2,2,2,2,1.0,3.0,38.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
7914,689.376,2,2,1,5,10,1,1,3,4,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,2,SELF,2010,2010,,0,0,MEAN_BS
7915,1252.5893,5,1,1,2,59,5,1,1,5,52,1,3.0,4,7,7,7,7,7,7,7,7,7,1.0,3.0,35.0,,8,SELF,2010,2010,,0,0,MEAN_BS
7916,246.9003,5,2,3,1,12,1,1,3,1,52,1,1.0,4,1,2,2,2,2,2,2,2,2,1.0,3.0,14.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
7917,1439.5702,5,2,5,1,59,5,2,2,1,52,1,5.0,2,1,2,2,2,2,2,2,2,2,1.0,4.0,48.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
7918,1137.0956,4,1,5,1,35,3,1,1,1,22,1,8.0,8,1,2,2,2,2,2,2,2,2,3.0,,60.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
7919,3732.1978,1,2,6,4,59,5,1,1,3,16,2,,9,2,1,2,1,2,2,2,2,2,1.0,1.0,99.7,2,2,SELF,2010,2010,,0,0,MEAN_BS
7920,1981.4098,6,1,1,2,35,3,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
7921,1062.4033,6,1,5,1,24,2,2,1,6,97,3,,9,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
7922,749.5531,3,2,1,3,12,1,2,1,1,52,1,5.0,8,1,2,2,2,2,2,2,2,2,1.0,2.0,47.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
7923,641.013,5,2,1,2,47,4,2,1,1,49,1,1.0,8,7,7,7,7,7,7,7,7,7,1.0,,12.0,,98,SELF,2010,2010,,0,0,MEAN_BS
7924,382.2134,3,1,1,3,10,1,1,3,1,52,1,6.0,8,1,2,2,2,2,2,2,2,2,1.0,5.0,50.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
7925,554.1772,6,2,1,2,13,1,1,1,6,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,,99.7,,99,SELF,2010,2010,,0,0,MEAN_BS
7926,826.2417,7,2,5,1,59,5,1,2,5,97,3,,4,7,7,7,7,7,7,7,7,7,3.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
7927,927.6316,7,2,3,1,35,3,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
7928,586.1412,2,2,1,2,10,1,2,1,1,52,1,3.0,3,1,1,2,2,2,2,2,2,2,1.0,2.0,37.5,1,7,SELF,2010,2010,,0,0,MEAN_BS
7929,3798.3772,2,2,2,3,35,3,1,1,1,52,1,3.0,1,1,2,2,2,1,2,2,2,2,1.0,4.0,36.0,1,10,SELF,2010,2010,,0,0,MEAN_BS
7930,111.5623,6,2,4,1,13,1,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
7931,321.8331,7,2,3,1,47,4,2,1,5,97,3,,10,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
7932,3806.1982,6,1,1,3,24,2,1,2,5,97,3,,10,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
7933,3324.4615,3,2,1,5,59,5,1,1,1,52,1,4.0,4,1,2,2,1,2,2,2,2,2,1.0,2.0,40.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
7934,537.2908,6,1,1,2,47,4,2,1,5,6,3,,8,7,7,7,7,7,7,7,7,7,,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
7935,1599.6783,6,2,6,1,24,2,1,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,2.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
7936,1866.4583,5,1,1,2,35,3,1,1,5,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
7937,1494.3926,2,1,6,1,35,3,1,1,1,52,1,4.0,8,2,2,2,1,2,2,2,2,2,1.0,3.0,40.0,3,9,SELF,2010,2010,,0,0,MEAN_BS
7938,2052.6141,7,1,3,1,24,2,1,2,5,97,3,,3,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
7939,231.2755,4,2,5,1,59,5,1,3,1,42,1,1.0,2,1,2,2,2,2,2,2,2,2,1.0,2.0,16.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
7940,5047.6656,2,2,1,5,59,5,1,1,1,52,1,6.0,98,1,2,2,2,2,2,2,2,2,3.0,2.0,50.0,1,6,SELF,2010,2010,,0,0,MEAN_BS
7941,1129.1363,6,2,1,2,35,3,1,3,5,97,3,,5,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
7942,805.7923,5,2,6,1,35,3,1,1,6,52,1,6.0,2,7,7,7,7,7,7,7,7,7,1.0,5.0,50.0,,12,SELF,2010,2010,,0,0,MEAN_BS
7943,5645.6204,2,1,2,3,24,2,1,1,1,52,1,3.0,9,1,2,2,2,2,2,2,2,2,2.0,1.0,39.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
7944,3627.9168,2,1,2,5,48,4,1,1,4,52,1,4.0,3,7,7,7,7,7,7,7,7,7,1.0,4.0,40.0,,10,SELF,2010,2010,,0,0,MEAN_BS
7945,380.7008,4,1,5,1,12,1,1,3,1,52,1,5.0,3,1,2,2,2,2,2,2,2,2,1.0,3.0,45.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
7946,528.9472,2,2,1,2,47,4,2,2,1,40,1,8.0,2,7,7,7,7,7,7,7,7,7,1.0,3.0,60.0,,9,SELF,2010,2010,,0,0,MEAN_BS
7947,1850.6502,4,2,5,2,35,3,2,1,1,52,1,3.0,8,1,2,2,2,2,2,2,2,2,1.0,3.0,37.5,1,8,SELF,2010,2010,,0,0,MEAN_BS
7948,1323.5455,5,2,6,1,24,2,1,1,1,52,1,6.0,1,2,2,1,2,2,2,2,2,2,2.0,5.0,50.0,6,12,SELF,2010,2010,,0,0,MEAN_BS
7949,1264.736,1,1,6,4,35,3,1,2,6,28,1,1.0,9,7,7,7,7,7,7,7,7,7,1.0,1.0,10.0,,3,SELF,2010,2010,,0,0,MEAN_BS
7950,3166.2441,2,2,2,2,35,3,1,2,1,52,1,6.0,3,1,2,2,2,2,2,2,2,2,1.0,2.0,50.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
7951,204.0275,3,2,1,3,11,1,3,1,1,52,1,6.0,3,1,2,2,2,2,2,2,2,2,1.0,3.0,50.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
7952,1850.3834,5,2,1,2,35,3,1,1,1,41,1,5.0,2,7,7,7,7,7,7,7,7,7,3.0,5.0,47.5,,11,SELF,2010,2010,,0,0,MEAN_BS
7953,891.6469,7,2,3,1,48,4,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
7954,790.089,3,1,5,1,46,4,1,2,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
7955,1396.3616,3,2,1,2,35,3,1,3,4,52,1,6.0,2,7,7,7,7,7,7,7,7,7,1.0,4.0,50.0,,10,SELF,2010,2010,,0,0,MEAN_BS
7956,1117.708,6,2,1,2,48,4,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,3.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
7957,374.375,6,2,6,1,46,4,1,1,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
7958,1568.9759,7,2,3,1,59,5,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
7959,2337.4516,4,1,1,2,35,3,1,1,1,52,1,8.0,4,1,2,2,2,2,2,2,2,2,1.0,5.0,60.0,1,12,SELF,2010,2010,,0,0,MEAN_BS
7960,255.7027,5,1,5,1,12,1,2,2,5,97,3,,4,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,8,SELF,2010,2010,,0,0,MEAN_BS
7961,506.9763,6,1,1,2,10,1,1,1,5,97,3,,8,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
7962,2375.5863,2,2,2,4,59,5,1,3,6,97,3,,5,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,5,SELF,2010,2010,,0,0,MEAN_BS
7963,2025.6074,3,1,4,2,35,3,1,1,4,52,1,1.0,8,7,7,7,7,7,7,7,7,7,1.0,3.0,25.0,,8,SELF,2010,2010,,0,0,MEAN_BS
7964,1246.5166,2,2,6,3,59,5,2,1,4,24,1,1.0,6,7,7,7,7,7,7,7,7,7,1.0,2.0,20.0,,6,SELF,2010,2010,,0,0,MEAN_BS
7965,994.7971,7,2,3,1,35,3,2,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
7966,444.3609,1,2,6,3,10,1,1,2,3,52,1,6.0,5,1,2,2,2,2,2,2,2,2,1.0,1.0,50.0,1,3,SELF,2010,2010,,0,0,MEAN_BS
7967,2458.5816,4,1,6,2,35,3,1,1,2,97,3,,4,7,7,7,7,7,7,7,7,7,2.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
7968,360.6565,3,2,6,1,47,4,1,1,6,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,3.0,99.7,,9,SELF,2010,2010,,0,0,MEAN_BS
7969,2806.6158,6,2,5,2,24,2,1,1,5,97,3,,9,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
7970,2584.8706,2,2,1,3,48,4,1,1,1,52,1,2.0,2,1,2,2,2,2,2,2,2,2,1.0,5.0,31.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
7971,1419.9292,6,2,3,1,48,4,1,3,5,97,3,,3,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
7972,994.4213,4,1,5,1,35,3,2,1,1,52,1,4.0,9,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
7973,617.3452,6,2,1,2,47,4,1,2,4,97,3,,7,7,7,7,7,7,7,7,7,7,3.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
7974,1203.6697,4,2,5,3,24,2,1,1,1,52,1,8.0,8,2,2,2,2,2,2,2,1,2,2.0,2.0,65.0,4,6,SELF,2010,2010,,0,0,MEAN_BS
7975,1564.6257,1,1,6,4,10,1,2,1,6,7,1,1.0,9,7,7,7,7,7,7,7,7,7,1.0,1.0,13.0,,1,SELF,2010,2010,,0,0,MEAN_BS
7976,1020.3652,5,2,1,2,48,4,1,1,1,52,1,4.0,4,1,2,2,2,2,2,2,2,2,1.0,2.0,40.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
7977,3073.1568,2,2,2,5,24,2,1,1,1,52,1,3.0,6,1,2,2,2,2,2,2,2,2,2.0,2.0,35.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
7978,2079.7159,3,2,1,2,59,5,1,3,1,52,1,1.0,1,8,8,8,8,8,8,8,8,8,1.0,1.0,25.0,,3,SELF,2010,2010,,0,0,MEAN_BS
7979,1407.7274,5,1,1,3,12,1,1,1,3,97,2,,8,1,2,2,2,2,2,2,2,2,1.0,1.0,99.7,1,4,SELF,2010,2010,,0,0,MEAN_BS
7980,4859.4238,2,2,6,4,24,2,1,1,4,52,1,1.0,4,7,7,7,7,7,7,7,7,7,2.0,5.0,25.0,,12,SELF,2010,2010,,0,0,MEAN_BS
7981,7394.8497,2,1,6,3,24,2,1,2,1,52,1,8.0,3,1,2,2,2,2,2,2,2,2,2.0,2.0,70.0,1,7,SELF,2010,2010,,0,0,MEAN_BS
7982,1427.203,5,1,1,2,59,5,1,2,1,52,1,4.0,2,2,2,2,2,2,2,2,1,2,1.0,5.0,40.0,4,12,SELF,2010,2010,,0,0,MEAN_BS
7983,639.7704,5,1,1,2,46,4,1,1,5,52,1,1.0,5,7,7,7,7,7,7,7,7,7,3.0,1.0,15.0,,4,SELF,2010,2010,,0,0,MEAN_BS
7984,2352.2003,4,1,1,2,24,2,1,2,1,52,1,4.0,3,1,2,2,2,2,2,2,2,2,2.0,5.0,40.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
7985,1078.9453,3,1,6,3,47,4,1,1,1,52,,,8,1,2,2,2,2,2,2,2,2,1.0,2.0,99.9,1,7,SELF,2010,2010,,0,0,MEAN_BS
7986,1894.5498,5,2,4,2,35,3,1,1,1,52,1,4.0,6,1,2,2,2,2,2,2,2,2,1.0,3.0,40.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
7987,581.2771,4,1,2,2,12,1,1,1,1,52,1,3.0,99,1,2,2,2,2,2,2,2,2,1.0,1.0,35.5,1,5,SELF,2010,2010,,0,0,MEAN_BS
7988,1025.7254,4,2,1,4,47,4,1,1,1,52,1,1.0,4,1,2,2,2,2,2,2,2,2,1.0,1.0,20.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
7989,2788.2889,3,1,1,3,35,3,1,1,1,52,1,4.0,8,1,2,2,2,2,2,2,2,2,3.0,3.0,40.0,1,8,SELF,2010,2010,,0,0,MEAN_BS
7990,2453.1388,1,1,6,4,13,1,2,3,1,52,,,4,1,2,2,2,2,2,2,2,2,2.0,1.0,99.9,1,3,SELF,2010,2010,,0,0,MEAN_BS
7991,1575.8139,6,2,1,2,35,3,1,1,5,97,3,,2,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
7992,4273.887,1,1,6,4,35,3,1,2,1,30,1,6.0,9,1,2,2,2,2,2,2,2,2,1.0,1.0,50.0,1,5,SELF,2010,2010,,0,0,MEAN_BS
7993,4209.6606,1,2,2,3,24,2,1,3,4,97,3,,8,7,7,7,7,7,7,7,7,7,2.0,1.0,99.7,,3,SELF,2010,2010,,0,0,MEAN_BS
7994,660.3858,4,1,1,2,12,1,1,2,1,52,1,8.0,4,1,2,2,2,2,2,2,2,2,1.0,3.0,65.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
7995,856.3296,3,2,1,4,59,5,1,1,1,52,1,2.0,4,7,7,7,7,7,7,7,7,7,1.0,1.0,30.0,,4,SELF,2010,2010,,0,0,MEAN_BS
7996,411.2644,7,1,3,1,12,1,1,2,5,97,3,,9,7,7,7,7,7,7,7,7,7,1.0,1.0,99.7,,4,SELF,2010,2010,,0,0,MEAN_BS
7997,2510.6537,1,2,2,3,35,3,2,1,4,30,3,,3,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,6,SELF,2010,2010,,0,0,MEAN_BS
7998,835.2954,5,1,1,2,47,4,1,1,1,52,1,8.0,9,1,2,2,2,2,2,2,2,2,3.0,5.0,75.0,1,11,SELF,2010,2010,,0,0,MEAN_BS
7999,4284.585,3,1,1,2,24,2,1,1,1,52,1,3.0,2,2,2,2,2,1,2,2,2,2,2.0,4.0,37.5,3,10,SELF,2010,2010,,0,0,MEAN_BS
8000,2889.3612,2,2,1,3,24,2,1,1,1,46,1,2.0,1,2,2,2,2,1,2,2,2,2,2.0,1.0,32.0,3,5,SELF,2010,2010,,0,0,MEAN_BS
8001,1536.382,5,2,1,2,59,5,1,3,6,97,3,,10,7,7,7,7,7,7,7,7,7,3.0,1.0,99.7,,1,SELF,2010,2010,,0,0,MEAN_BS
8002,6213.4997,1,2,6,4,24,2,1,1,1,52,,,5,1,2,2,2,2,2,2,2,2,2.0,2.0,99.9,1,7,SELF,2010,2010,,0,0,MEAN_BS
8003,511.9215,5,2,6,1,13,1,2,1,6,97,3,,9,7,7,7,7,7,7,7,7,7,2.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
8004,2067.1435,2,2,1,3,35,3,1,1,1,52,1,4.0,2,1,2,1,2,2,2,2,2,2,1.0,3.0,40.0,1,9,SELF,2010,2010,,0,0,MEAN_BS
8005,3943.1808,4,1,1,3,24,2,2,1,1,22,1,5.0,9,2,1,2,2,2,2,2,2,2,2.0,3.0,45.0,2,9,SELF,2010,2010,,0,0,MEAN_BS
8006,623.8415,7,1,1,2,46,4,2,1,5,97,3,,1,7,7,7,7,7,7,7,7,7,1.0,2.0,99.7,,7,SELF,2010,2010,,0,0,MEAN_BS
8007,891.6469,7,2,6,1,48,4,1,1,5,97,3,,1,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
8008,3909.6978,4,1,2,2,35,3,1,1,1,52,1,4.0,9,1,2,2,2,2,2,2,2,2,1.0,,40.0,1,98,SELF,2010,2010,,0,0,MEAN_BS
8009,2174.3093,7,1,3,1,24,2,1,3,5,97,3,,1,7,7,7,7,7,7,7,7,7,1.0,,99.7,,98,SELF,2010,2010,,0,0,MEAN_BS
